source_path,absolute_path,sha256,format,role,words_approx,leading_topics,claim_labels,planned_volume,planned_section,coverage_status,citation_status,technical_review_status,notes
LEGACY_UNIFIED_MECHANICS/07_EXPERIMENTAL_PROGRAM.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\07_EXPERIMENTAL_PROGRAM.md,cf5da971b01e3cea0f754e75b1efa0d4d3d4a9fd46ef60336c23f8f238be11ca,.md,supporting_text,3532,cosmology; personal_relativity; matter_atomic; geometry_gravity; reproducibility,DERIVED:1; PROPOSED:1; PREDICTION:12; RESULT:8; REFUTED:1; FAILED:1,IV; V,Legacy phenomenology and scientific regrading,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/08_EMPIRICAL_VALIDATION.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\08_EMPIRICAL_VALIDATION.md,0292dba1f6e75ed21c9cfe8e73ae204fce99eed49aaa213a3ce4148be72ac9eb,.md,supporting_text,4304,cosmology; matter_atomic; geometry_gravity; foundational_partition; personal_relativity; reproducibility,DERIVED:5; PREDICTION:4; RESULT:8; OPEN:6; LIMIT:2; FAILED:1,IV; V,Legacy phenomenology and scientific regrading,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/11_DYNAMICS.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\11_DYNAMICS.md,82c5959f866faf14f4c8d01dc21ede878c97b6ea3e9f2b9360fa2bde1f41f0bc,.md,supporting_text,1276,foundational_partition; reproducibility,RESULT:1; LIMIT:3,III; V,Legacy dynamics and supersession audit,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/12_ARROW_OF_TIME.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\12_ARROW_OF_TIME.md,23da86d0baf64a0df3950bd58d6bad997e13d918452ae3d846b67aa9dc5e997d,.md,supporting_text,1332,foundational_partition; geometry_gravity; traversal_history,DERIVED:1,III; V,Legacy dynamics and supersession audit,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/13_QUANTIZATION.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\13_QUANTIZATION.md,963395e32a12041e63d699abc61f36d8b77dc1fdbe7181456c6fd61bc2743465,.md,supporting_text,1213,traversal_history; foundational_partition; cosmology; geometry_gravity,DERIVED:6; PREDICTION:1; OPEN:2; LIMIT:4,III; V,Legacy dynamics and supersession audit,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/14_THERMODYNAMICS.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\14_THERMODYNAMICS.md,d811e5ac7dbfe6fa3c3b2b79b34fbad925bfdd1d59ec1a16be7275a6fa1c8859,.md,supporting_text,1097,foundational_partition; traversal_history,DERIVED:1,IV; V,Legacy phenomenology and scientific regrading,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/15_STATISTICAL_MECHANICS.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\15_STATISTICAL_MECHANICS.md,784e4169aeac039367d8ec1636b89b39b3d103ed43f8b05e1d0252181a3d8228,.md,supporting_text,1097,foundational_partition; geometry_gravity; traversal_history,DERIVED:2; RESULT:2; LIMIT:2,IV; V,Legacy phenomenology and scientific regrading,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/16_ELECTROMAGNETISM.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\16_ELECTROMAGNETISM.md,d8570ba4ec10813545b53637560ee1e449f4816d40e1a0d5aaa5f5a4faae4838,.md,supporting_text,1375,foundational_partition; cosmology; geometry_gravity,DERIVED:6; OPEN:4; LIMIT:2,IV; V,Legacy phenomenology and scientific regrading,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/FAQ.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\FAQ.md,1b6876bcbaad9808a72c3a9fb2358416aa62ca335591000046fb52f27cf34776,.md,supporting_text,1657,cosmology; foundational_partition; geometry_gravity; traversal_history,DERIVED:3; PREDICTION:1; FAILED:1,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/foundations/Canonicalization_Complete_Edition_1.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\foundations\Canonicalization_Complete_Edition_1.md,f891d92e527ca5708e0634a1ae4760960172224a5444352d9328f44bf75bdff8,.md,supporting_text,29181,reproducibility; matter_atomic; cosmology; personal_relativity; foundational_partition; geometry_gravity,PROVED:10; DERIVED:16; ESTABLISHED:14; CONDITIONAL:1; CONJECTURE:1; PROPOSED:3; RESULT:11; OPEN:87; LIMIT:10; REFUTED:7; FAILED:3,V,Methods and reproducibility,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/foundations/README.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\foundations\README.md,72595cc14f597773aaf8d49190d1db58dc6bdb14f71088dd8871e058ea70af0f,.md,orientation_or_ledger,211,reproducibility,RESULT:1; OPEN:3,V,Legacy corpus provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/Gravitational_Memory.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\Gravitational_Memory.pdf,db106cb9ff1ee57a355ee4c60fbfbe1d87f2304bd6e71854fd0eb547a3cfa9b3,.pdf,manuscript,1589,geometry_gravity; cosmology; foundational_partition; helical_multiplication; matter_atomic; reproducibility,DERIVED:3; PROPOSED:1; LIMIT:1,II,Geometry and gravitation,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/__init__.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\__init__.py,24b91b8738b88591803209c27b826bdf0a0c23192b76bb336128be12717db85d,.py,implementation,218,cosmology,DERIVED:1; LIMIT:1,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/camb_backend.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\camb_backend.py,388083282a77a0147accd9c6ca517f8e8ae01048d437a6fb86007709113d54ad,.py,implementation,908,cosmology; foundational_partition; geometry_gravity,DERIVED:7; LIMIT:2,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/channels/__init__.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\channels\__init__.py,a7f76b1855aa3887db2310a30f23a80e901a261308c76498e668e2e234337b58,.py,implementation,171,cosmology,LIMIT:3,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/channels/barrier.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\channels\barrier.py,095cde81840c18fd88e3426a400d4a08d2c5571c3ace2db1b2a1b2fcefcf0912,.py,implementation,123,cosmology,LIMIT:1,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/channels/light.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\channels\light.py,a3ad1a0ec80edf9129a4a07d50e44d64f4681bdbb0e6eb25bc783fb54295ea99,.py,implementation,128,cosmology,LIMIT:2,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/channels/matter.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\channels\matter.py,119fd67846f26e5e75c71167cd150a73c0f4b5f7bb8f443e0501fb89edcbda03,.py,implementation,78,cosmology; geometry_gravity,LIMIT:1,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/cosmology.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\cosmology.py,b7ec4ccc77164f3385941affa7937ef0281b6e8c471b796813d0716df7302bca,.py,implementation,273,cosmology; geometry_gravity; traversal_history,DERIVED:1,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/derivations/__init__.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\derivations\__init__.py,5b28c2651d0cf9827c7441800f47b3ce2217bb23f26cff0be46f887c3b16d731,.py,implementation,107,cosmology,DERIVED:2; RESULT:1; OPEN:1,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/derivations/lcdm_inputs.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\derivations\lcdm_inputs.py,e7dafa5c93f3019002e2a3ff951c23cd14d5912b12917e5c800232140e1fcdd7,.py,implementation,2329,cosmology; foundational_partition; geometry_gravity; matter_atomic; traversal_history,DERIVED:75; RESULT:1; OPEN:2; LIMIT:2,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/lcdm.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\lcdm.py,6212bd30a475a12788ed18eadbd9ae2cb41a6a8faa2447d3ecacf3b1867e43fe,.py,implementation,339,cosmology; foundational_partition,DERIVED:2; OPEN:1; LIMIT:1,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/limb/um.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\limb\um.py,3066a29d8d85146d7211862af1b329ae8e2a9111171a0bfa57f772b3f7762ba8,.py,implementation,184,cosmology,DERIVED:1; LIMIT:2,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/alpha_em_g2.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\alpha_em_g2.pdf,0dac2e2b8ab1b9115c9485d6c40d98f95b99c45a7b78ff4369fc6e78a899a2f0,.pdf,manuscript,1709,traversal_history; geometry_gravity; cosmology; foundational_partition,DERIVED:1; ESTABLISHED:1; RESULT:2,III,Traversal and retained history,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/alpha_em_g2.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\alpha_em_g2.tex,62bad4bb766a181e5712e07d2b1ac3bfda3b584dcb0f53706d730e3a1d804120,.tex,supporting_text,2009,traversal_history; geometry_gravity; cosmology; foundational_partition,DERIVED:1; ESTABLISHED:1; RESULT:2,III,Traversal and retained history,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/ckm_mixing.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\ckm_mixing.pdf,732ae2c56321b8cbacba5692ae6787b9c08b724ac7f8f1992e3427d31f839e94,.pdf,manuscript,2146,geometry_gravity; matter_atomic; least_action_field; traversal_history,DERIVED:7; PREDICTION:2; RESULT:10,II,Geometry and gravitation,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/ckm_mixing.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\ckm_mixing.tex,16c559e00ba3ee705b09934c5d0a3d8d5b83de1b48cb7266b01de2a782835ba0,.tex,supporting_text,2574,cosmology; geometry_gravity; matter_atomic; least_action_field; traversal_history,DERIVED:8; PREDICTION:2; RESULT:10,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/cosm_constant.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\cosm_constant.pdf,92b06dc46199ad2cd4860f9cbc0e0a2cc7d090eef5766277f9e36e60152036ad,.pdf,manuscript,1990,cosmology; traversal_history; least_action_field; geometry_gravity; matter_atomic,DERIVED:2; PREDICTION:1; RESULT:5,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/cosm_constant.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\cosm_constant.tex,716eaa40eb3fe54c2c305331f4019dd26c827ab2d88b4992b714e7e56a97d67e,.tex,supporting_text,2306,cosmology; traversal_history; least_action_field; geometry_gravity; matter_atomic,DERIVED:2; PREDICTION:1; RESULT:6,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/electroweak_baryon.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\electroweak_baryon.pdf,a0af7f1d6554ecd4defb01465dd8988fdcf8c83439af4ba245e3b19027a48a34,.pdf,manuscript,1791,matter_atomic; traversal_history; cosmology; geometry_gravity,DERIVED:1; PREDICTION:5; RESULT:5,IV,Matter and atomic applications,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/electroweak_baryon.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\electroweak_baryon.tex,53f776957c54e6d02923d0814b9ee3b906369c687fd89ede88d43c51e43d83ab,.tex,supporting_text,2111,matter_atomic; traversal_history; cosmology; geometry_gravity,DERIVED:1; PREDICTION:5; RESULT:5,IV,Matter and atomic applications,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/extended/addendum_closed_results.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\extended\addendum_closed_results.pdf,99a9552874895b4731fba4cbb4d8c065b8d05a65e91db9a87515a8ac1b32d938,.pdf,manuscript,1315,cosmology; traversal_history; matter_atomic,DERIVED:3; PREDICTION:5; OPEN:1,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/extended/addendum_closed_results.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\extended\addendum_closed_results.tex,d62b2f652d77b4bc87cd01e57e854a975585b665675704ae5a8c54c6bb8ed406,.tex,supporting_text,1662,cosmology; traversal_history; matter_atomic,DERIVED:4; PREDICTION:5; RESULT:1; OPEN:1,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/gauge_unification.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\gauge_unification.pdf,13d06e67d47c4df6f201de17c896d527ea6459a7e76659859b831df06734533e,.pdf,manuscript,1888,cosmology; geometry_gravity; traversal_history; foundational_partition,DERIVED:2; ESTABLISHED:1; PREDICTION:1; RESULT:3,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/gauge_unification.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\gauge_unification.tex,de5a6fd33c6bd12cc7af76e47be32f67e7939017f89e33d564762f9b4aa84823,.tex,supporting_text,2275,cosmology; geometry_gravity; traversal_history; foundational_partition,DERIVED:3; ESTABLISHED:1; PREDICTION:1; RESULT:3,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/matter_antimatter.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\matter_antimatter.pdf,fd1e84ff8428bc6ce55cd65fb1ff99e9a526218a51df7816131dd88c913cbed4,.pdf,manuscript,1429,cosmology; matter_atomic; traversal_history; geometry_gravity; chiral_dynamics,DERIVED:2; RESULT:3,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/matter_antimatter.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\matter_antimatter.tex,fd5779b6bf7116ab59614568893f01fad7f3ef45b37a792fa8dcae192c4cfbfa,.tex,supporting_text,1723,cosmology; matter_atomic; traversal_history; geometry_gravity; chiral_dynamics,DERIVED:2; RESULT:3,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/muon_g2.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\muon_g2.pdf,fd314358796e9a8d07998b6f47926a88a11953c6c18dc5975d5dd4f9b2bd4f1d,.pdf,manuscript,1368,traversal_history; geometry_gravity,DERIVED:3; RESULT:7,III,Traversal and retained history,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/muon_g2.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\muon_g2.tex,bc577785ca2ade298a33e24baef683ec83d98464692d6e71c6aacc65e4f65859,.tex,supporting_text,1692,traversal_history; geometry_gravity,DERIVED:3; RESULT:7,III,Traversal and retained history,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/neutrino_masses.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\neutrino_masses.pdf,159f7763379534ea501fc73e770a404edc5aa956363331d0398af4fe0efb3248,.pdf,manuscript,1796,traversal_history; matter_atomic; cosmology; chiral_dynamics; geometry_gravity; foundational_partition,DERIVED:1; ESTABLISHED:1; RESULT:2,III,Traversal and retained history,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/neutrino_masses.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\neutrino_masses.tex,8ee6562bb2012e2c1cc522b06404b94c735a6499e20d18c88eb88a1da6f0864f,.tex,supporting_text,2144,traversal_history; matter_atomic; cosmology; chiral_dynamics; geometry_gravity; foundational_partition,DERIVED:1; ESTABLISHED:1; RESULT:2,III,Traversal and retained history,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/qcd_running.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\qcd_running.pdf,fcdf86cf22beeca8e854597b8ac80fc6f19b33f9b4a235e6a44c9ee29b51e164,.pdf,manuscript,1675,traversal_history; matter_atomic; geometry_gravity,DERIVED:3; PREDICTION:5; RESULT:2,III,Traversal and retained history,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/qcd_running.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\qcd_running.tex,17d2381ede10b6eb74aa186254a31a6afa510afb739535fcee72ea9318796b32,.tex,supporting_text,1955,traversal_history; matter_atomic; geometry_gravity,DERIVED:3; PREDICTION:5; RESULT:2,III,Traversal and retained history,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/shared_space.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\shared_space.pdf,3f762f9cbb566c30d227dae1c86fbbcb770e0a3371d30df8f7b0b16b6481ca21,.pdf,manuscript,1078,geometry_gravity; matter_atomic; traversal_history,OPEN:1,II,Geometry and gravitation,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/papers/shared_space.tex,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\papers\shared_space.tex,f88d95984b98e3273dff2a1a7e72039f332b372b94f4be85052106d594406d90,.tex,supporting_text,1121,geometry_gravity; matter_atomic; traversal_history,OPEN:1,II,Geometry and gravitation,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/PRE_REGISTRATION.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\PRE_REGISTRATION.md,8c3085f022c9f42174360bf66c02bcee99ed429d50446fe168bcdc0fc15095af,.md,supporting_text,1150,cosmology; foundational_partition; geometry_gravity; matter_atomic; colour_field; personal_relativity,PREDICTION:2; OPEN:3; LIMIT:1,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/Quantum Mechanics and Big Bang.pdf,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\Quantum Mechanics and Big Bang.pdf,05a031e61ba5cba4cbc05cf4bd07e6cd0e7923525a9949c61b453b9f70378778,.pdf,manuscript,2016,cosmology; geometry_gravity; foundational_partition; matter_atomic; colour_field; traversal_history,PROPOSED:1; PREDICTION:1; LIMIT:3,IV,Cosmology and phenomenology,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/README.md,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\README.md,83a75f1bdfa5f64405c341ef648bc466dd20d0f3f2d67aa2c25e57ae376a2bea,.md,orientation_or_ledger,1790,cosmology; foundational_partition; geometry_gravity; reproducibility; traversal_history; matter_atomic,DERIVED:9; RESULT:3; OPEN:1; LIMIT:2,V,Legacy corpus provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/research/alpha_em_g2.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\research\alpha_em_g2.py,148c77bf89c684fa772ef6ed81647fdffcc27c8ab25325f637f6a18f4472c5f1,.py,implementation,1076,traversal_history,RESULT:1,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
LEGACY_UNIFIED_MECHANICS/research/ckm_mixing.py,C:\Users\joesh\Documents\Codex\2026-07-12\f\work\unified-mechanics-repo\research\ckm_mixing.py,fa9be9f24fe745455a007d994bf7ba4c0b49aaa7743a980375858937c22dc051,.py,implementation,1014,cosmology; geometry_gravity; matter_atomic,DERIVED:1; RESULT:1,V,Reproducibility assets and computational provenance,mapped_provisional,unreviewed,unreviewed,
